#Steps	Time [ms]	X [m/s²]	Y [m/s²]	Z [m/s²]
663	3248	-0.101615	0.044982	-0.048493
664	3253	-0.096342	0.094813	-0.196033
665	3258	-0.007671	0.063355	-0.094949
666	3263	0.082943	0.058273	0.103359
667	3268	0.065845	-0.073113	0.098079
668	3273	0.022613	-0.044147	-0.007286
669	3278	0.04872	-0.017708	-0.069222
670	3283	0.012724	-0.046222	0.078902
671	3288	0.003127	0.037432	-0.064504
672	3293	0.0627	0.108753	-0.045115
673	3297	-0.025804	-0.025268	0.172015
674	3302	-0.099566	-0.072813	0.133022
675	3307	0.003423	-0.129656	-0.086927
676	3312	-0.003745	0.071208	-0.098413
677	3317	0.032027	-0.084078	0.116598
678	3322	0.081923	-0.035988	0.077881
679	3327	0.007625	0.083369	-0.017849
680	3332	-0.035317	-0.031457	-0.070198
681	3337	-0.08758	-0.016999	-0.096069
682	3342	0.09639	-0.102723	-0.105125
683	3347	0.05539	0.038418	0.10992
684	3351	-0.018776	0.040611	0.042631
685	3356	-0.104491	0.030874	-0.076759
686	3361	-0.001478	0.104611	-0.095447
687	3366	0.008064	-0.022238	0.026591
688	3371	0.062845	-0.038812	0.064595
689	3376	0.029163	0.030504	0.030905
690	3381	0.040936	0.094709	0.035518
691	3386	-0.05461	0.120457	0.049644
692	3391	-0.006668	-0.020773	-0.131755
693	3396	0.031503	0.084207	-0.047674
694	3400	0.057565	-0.016321	0.150398
695	3405	0.083498	-0.104432	-0.012433
696	3410	-0.109986	-0.030022	-0.055274
697	3415	0.021657	-0.029873	-0.145575
698	3420	-0.061875	-0.02019	0.026767
699	3425	0.038542	-0.074911	-0.032956
700	3430	0.026432	0.054174	0.093536
701	3435	0.016767	0.001466	0.043015
702	3440	-0.011919	-0.036678	0.007049
703	3445	0.019126	-0.043646	-0.097863
704	3450	0.085771	-0.093484	0.021802
705	3454	-0.069587	0.100049	0.183775
706	3459	-0.007269	0.039963	0.044615
707	3464	-0.155013	0.089819	-0.0438
708	3469	0.010224	-0.015505	-0.12224
709	3474	0.043543	-0.089318	0.009463
710	3479	0.067162	0.001702	0.01895
711	3484	0.040608	0.058899	0.092747
712	3489	0.00942	0.084825	0.00886
713	3494	-0.007312	0.058183	-0.08891
714	3499	0.088067	-0.008846	-0.100386
715	3503	0.063793	-0.023103	-0.009312
716	3508	0.001503	0.003231	0.162352
717	3513	0.042016	-0.025388	0.037598
718	3518	-0.117891	0.06293	-0.127055
719	3523	-0.064866	-0.066095	-0.071602
720	3528	0.068936	0.051028	0.016946
721	3533	0.085278	-0.09939	0.074067
722	3538	0.111073	0.039351	0.111836
723	3543	-0.001507	0.098744	0.061225
724	3548	0.008034	0.024363	-0.020121
725	3553	-0.058745	-0.071101	-0.079609
726	3557	0.020204	-0.061213	-0.15787
727	3562	-0.08954	0.027283	0.171846
728	3567	0.065837	0.01523	0.089951
729	3572	-0.149011	0.017538	-0.091649
730	3577	-0.057694	-0.034988	-0.119795
731	3582	0.133278	0.072446	-0.042926
732	3587	0.058724	-0.161503	0.090768
733	3592	0.079884	-0.067741	0.07363
734	3597	0.024665	0.101829	0.075647
735	3602	-0.051732	0.091788	-0.029605
736	3607	-0.053858	-0.013545	-0.048527
737	3611	0.077506	0.003207	-0.143628
738	3616	0.050901	-0.073083	0.209854
739	3621	0.055415	-0.008363	0.099167
740	3626	-0.164149	0.098939	-0.142067
741	3631	-0.022702	-0.018348	-0.153277
742	3636	0.075137	0.105689	0.054854
743	3641	0.093832	-0.118892	0.059348
744	3646	0.093365	0.077152	0.094807
745	3651	-0.016743	0.102987	0.072883
746	3656	-0.069098	0.038118	0.043919
747	3660	-0.152179	0.01886	-0.175588
748	3665	0.134605	-0.043206	-0.155646
749	3670	-0.011462	-0.116882	0.171677
750	3675	0.050568	0.002878	0.085014
751	3680	-0.106999	-0.011438	-0.077492
752	3685	-0.089781	0.03629	-0.170064
753	3690	0.051295	0.024192	-0.035739
754	3695	0.070109	-0.111791	0.040714
755	3700	0.074527	-0.015893	0.107251
756	3705	-0.037871	-0.065868	0.044745
757	3710	-0.04245	0.029802	-0.048436
758	3714	-0.008869	-0.068073	-0.15784
759	3719	0.062682	0.070513	-0.097466
760	3724	-0.023438	0.086847	0.236718
761	3729	0.060103	0.038743	0.106828
762	3734	-0.152333	0.0314	-0.093922
763	3739	0.022425	-0.114153	-0.041017
764	3744	0.024697	0.060414	0.040229
765	3749	0.04841	-0.001859	0.02811
766	3754	0.005265	0.176918	0.109013
767	3759	-0.068652	0.061626	0.034579
768	3763	0.041334	0.006498	0.029641
769	3768	0.007758	-0.076959	-0.211247
770	3773	0.11498	-0.071809	-0.002827
771	3778	-0.030989	0.011973	0.264147
772	3783	0.012069	0.128708	-0.049414
773	3788	-0.133388	0.027958	-0.149279
774	3793	-0.018314	-0.005551	-0.103248
775	3798	0.031832	-0.03651	0.061731
776	3803	-0.01123	-0.026794	0.054274
777	3808	-0.013558	-0.01951	0.096908
778	3813	-0.020641	-0.026563	0.060671
779	3817	-0.106347	0.107048	0.03415
780	3822	0.041963	-0.069868	-0.190074
781	3827	0.029836	-0.088589	-0.012745
782	3832	-0.060887	0.076318	0.208991
783	3837	0.032375	-0.00272	0.048253
784	3842	-0.07028	-0.033692	-0.164125
785	3847	0.015878	-0.05021	-0.134706
786	3852	-0.024721	0.026314	0.0495
787	3857	0.065977	0.011882	0.05402
788	3862	-0.029694	-0.019164	0.003695
789	3867	-0.050998	0.088192	0.027512
790	3871	-0.072196	0.111589	0.015457
791	3876	0.049724	-0.015295	-0.084729
792	3881	0.087614	-0.065274	-0.053322
793	3886	0.096712	0.044695	0.173381
794	3891	-0.068234	0.125514	0.124847
795	3896	-0.082196	-0.134919	-0.025938
796	3901	-0.031733	0.08504	-0.318987
797	3906	0.030398	0.084617	-0.076661
798	3911	0.118438	-0.135092	0.333694
799	3916	0.015356	0.010977	0.12228
800	3920	0.051033	-0.072502	-0.102383
801	3925	-0.118454	0.099475	-0.135242
802	3930	0.008464	-0.063102	0.015594
803	3935	-0.034482	-0.074706	-0.065524
804	3940	-0.005708	0.173556	0.022992
805	3945	0.111115	-0.120485	0.113454
806	3950	-0.056287	-0.076981	-0.07541
807	3955	-0.005952	0.011593	-0.122706
808	3960	0.048899	-0.005149	0.039987
809	3965	0.096327	0.059232	0.123212
810	3970	0.007656	0.008883	-0.015647
811	3974	-0.087724	0.049359	-0.072776
812	3979	-0.065836	0.020511	-0.055728
813	3984	0.036985	-0.120221	-0.031616
814	3989	0.0225	-0.036198	-0.005239
815	3994	0.129648	-0.055087	0.087745
816	3999	-0.068833	0.045297	-0.000883
817	4004	-0.132846	-0.026435	-0.077154
818	4009	-0.070213	0.00945	-0.174496
819	4014	0.054082	-0.016817	0.021825
820	4019	0.087182	-0.035801	0.128976
821	4024	0.050995	0.116925	0.028225
822	4028	0.02929	-0.062424	-0.014819
823	4033	-0.051897	0.123804	-0.067184
824	4038	0.00795	0.025462	-0.028713
825	4043	0.036513	-0.189185	-0.078626
826	4048	0.033948	0.190742	0.031409
827	4053	0.009943	-0.036645	0.145663
828	4058	-0.125969	0.008825	-0.05528
829	4063	0.074877	-0.031739	-0.188484
830	4068	0.014915	0.032775	-0.011163
831	4073	-0.011378	0.11842	0.079468
832	4077	0.022048	-0.13006	0.038551
833	4082	-0.082938	0.099409	0.047893
834	4087	-0.077758	0.253846	-0.016702
835	4092	0.101396	-0.133554	-0.026153
836	4097	0.100891	-0.161492	-0.07846
837	4102	0.081321	-0.048661	0.203191
838	4107	-0.052563	0.125581	0.10207
839	4112	-0.161945	-0.08003	-0.105807
840	4117	-0.051496	0.039546	-0.319801
841	4122	-0.120363	0.14661	0.025022
842	4127	0.0304	-0.142531	0.14646
843	4131	0.032632	-0.108452	0.024168
844	4136	0.101593	-0.110296	0.00498
845	4141	0.039115	0.10239	0.021641
846	4146	-0.037353	-0.010147	0.028683
847	4151	0.089161	-0.010096	-0.033432
848	4156	0.026745	0.242611	0.150269
849	4161	-0.078265	0.019733	0.111383
850	4166	-0.05404	-0.21157	-0.117992
851	4171	0.051106	-0.007915	-0.217514
852	4176	-0.061176	0.006426	0.150637
853	4180	0.041622	0.00401	0.15227
854	4185	-0.003873	0.049278	0.006116
855	4190	0.036667	0.089553	-0.079722
856	4195	-0.001653	0.036669	0.066071
857	4200	-0.004028	-0.06839	0.020454
858	4205	0.012677	-0.006077	-0.16795
859	4210	-0.032674	0.022556	0.061707
860	4215	-0.02536	0.008142	0.092387
861	4220	-0.080056	-0.077706	-0.170263
862	4225	-0.084425	0.099064	-0.274293
863	4230	0.056625	0.096187	0.156113
864	4234	0.187439	-0.154565	0.157721
865	4239	-0.011329	0.032122	-0.057585
866	4244	0.0507	0.036729	-0.088284
867	4249	-0.011525	-0.065947	0.090922
868	4254	-0.030536	0.02734	0.002277
869	4259	-0.001781	-0.037152	-0.133596
870	4264	-0.058978	0.10843	0.122108
871	4269	-0.044383	-0.061342	0.030927
872	4274	-0.051313	-0.025284	-0.117008
873	4279	0.0276	0.046349	-0.149796
874	4283	0.067983	-0.03969	0.206101
875	4288	0.074796	-0.05141	0.157405
876	4293	0.026752	0.118078	-0.005461
877	4298	-0.049655	0.088888	-0.172283
878	4303	-0.075627	0.016939	0.06693
879	4308	0.024859	-0.045118	0.057062
880	4313	0.04142	-0.085414	-0.112454
881	4318	0.007844	0.000819	0.143147
882	4323	-0.044633	-0.008719	0.051859
883	4328	-0.084932	0.010393	-0.112864
884	4333	-0.005852	0.034177	-0.202878
885	4337	0.008479	-0.008897	0.12468
886	4342	0.158601	0.01975	0.150279
887	4347	0.021949	0.095925	-0.041154
888	4352	-0.021064	0.028708	0.071078
889	4357	-0.102001	0.047634	0.099328
890	4362	-0.041904	-0.000274	-0.044181
891	4367	0.046496	-0.059862	-0.089249
892	4372	-0.039543	0.014326	0.089963
893	4377	-0.063182	0.047625	0.139569
894	4382	-0.058101	0.006868	-0.113782
895	4387	0.025613	-0.083742	-0.072696
896	4391	-0.007884	-0.088092	0.115968
897	4396	0.097032	-0.068586	0.084404
898	4401	0.060795	0.005646	0.038696
899	4406	-0.125425	0.065207	-0.075907
900	4411	-0.034225	0.107787	0.13899
901	4416	0.039835	-0.061982	-0.152495
902	4421	-0.03902	-0.08551	-0.123134
903	4426	-0.031676	0.060313	0.139671
904	4431	-0.024367	-0.085384	0.129442
905	4436	-0.074301	0.120027	-0.154845
906	4440	-0.028644	-0.097475	-0.19698
907	4445	-0.028501	0.04364	0.11863
908	4450	0.117038	-0.028084	0.125192
909	4455	-0.000339	0.069782	-0.03513
910	4460	-0.021789	0.028914	-0.061173
911	4465	-0.064585	0.004935	0.15365
912	4470	0.014394	0.088335	-0.121223
913	4475	-0.085787	-0.07657	-0.120621
914	4480	-0.054374	0.131181	0.115952
915	4485	0.029321	-0.09591	0.141594
916	4490	0.029175	0.014211	-0.157056
917	4494	0.031413	-0.045449	-0.041862
918	4499	-0.045017	0.021517	0.180017
919	4504	0.072002	0.014259	0.04326
920	4509	-0.009398	0.107147	-0.02608
921	4514	-0.0022	0.011271	-0.006882
922	4519	0.016879	-0.069826	0.014605
923	4524	0.093069	-0.024191	-0.138016
924	4529	-0.036106	-0.014536	-0.103959
925	4534	-0.033543	-0.007313	0.094395
926	4539	0.004761	-0.062099	0.079623
927	4543	-0.052468	0.133662	-0.182965
928	4548	0.009765	-0.017167	-0.105782
929	4553	0.00495	-0.021849	0.19269
930	4558	0.040679	0.071219	0.151212
931	4563	0.047627	0.030344	-0.075977
932	4568	-0.000281	0.015892	0.007824
933	4573	0.011638	-0.224927	-0.047036
934	4578	0.023498	0.171863	-0.142144
935	4583	-0.050509	-0.031595	0.104072
936	4588	-0.028806	-0.036204	0.063033
937	4593	0.009474	-0.071778	-0.037391
938	4597	-0.019176	0.031072	-0.23504
939	4602	0.011906	-0.081109	-0.050337
940	4607	0.035682	-0.013966	0.159668
941	4612	-0.055071	0.095747	0.135038
942	4617	0.123971	0.023764	-0.151662
943	4622	0.173409	-0.052628	0.094601
944	4627	0.046217	-0.095271	-0.00598
945	4632	-0.082725	0.08397	-0.067923
946	4637	0.003495	0.145525	0.030142
947	4642	-0.132386	-0.081637	0.053827
948	4646	-0.029234	0.090386	-0.149044
949	4651	-0.041006	0.02558	-0.079179
950	4656	-0.000282	-0.096109	0.088063
951	4661	0.07361	-0.005056	0.070941
952	4666	0.027956	0.080778	0.058669
953	4671	0.073105	0.025554	-0.09417
954	4676	0.084659	0.001591	0.096984
955	4681	0.060402	-0.012718	-0.127553
956	4686	-0.059077	0.032633	-0.019658
957	4691	-0.03018	-0.036653	0.137754
958	4696	-0.10392	-0.017402	-0.048848
959	4700	-0.024746	-0.060219	-0.160632
960	4705	0.054035	-0.033701	-0.083559
961	4710	0.015629	-0.045451	0.050337
962	4715	0.058456	-0.014238	0.152578
963	4720	0.112987	-0.033236	-0.026948
964	4725	0.121959	0.071806	0.018474
965	4730	-0.035963	-0.102551	-0.110331
966	4735	-0.042935	0.01237	-0.102632
967	4740	-0.092776	0.164856	0.102865
968	4745	-0.066095	-0.179197	0.16671
969	4749	0.010508	-0.05436	-0.139215
970	4754	0.074811	-0.056473	-0.179042
971	4759	-0.006602	-0.015672	0.148396
972	4764	-0.016103	-0.15384	-0.128836
973	4769	0.065018	0.013774	0.045806
974	4774	0.045626	0.109048	-0.011628
975	4779	0.202714	0.065602	0.162431
976	4784	0.065842	-0.063437	-0.114871
977	4789	-0.175225	0.010769	-0.040409
978	4794	-0.133832	0.044085	0.088504
979	4799	-0.030673	0.158277	0.023706
980	4803	0.002849	-0.04273	-0.198081
981	4808	-0.035302	-0.035366	0.007891
982	4813	0.03638	0.062536	0.165167
983	4818	0.074336	0.031238	-0.02634
984	4823	-0.014225	0.019165	-0.092948
985	4828	0.026366	0.066741	0.095816
986	4833	0.007166	0.064025	-0.057209
987	4838	0.028583	-0.136512	-0.166569
988	4843	-0.08597	-0.109614	0.177494
989	4848	-0.147515	0.093534	-0.090349
990	4853	0.103493	-0.111918	-0.051763
991	4857	0.007635	-0.142347	0.027153
992	4862	0.119625	-0.105885	0.077071
993	4867	0.035605	0.140148	-0.004354
994	4872	-0.036079	-0.039316	0.036188
995	4877	-0.06927	0.020468	0.012173
996	4882	-0.006952	0.084723	-0.040326
997	4887	0.002617	0.027096	-0.040125
998	4892	-0.004547	-0.201861	-0.006555
999	4897	-0.047429	-0.067377	0.060217
1000	4902	0.01478	0.183232	-0.059259
1001	4906	0.026624	-0.034584	-0.06135
1002	4911	0.021725	-0.041562	-0.146852
1003	4916	0.045452	0.204151	0.108919
1004	4921	0.092897	0.036286	0.075007
1005	4926	0.013777	-0.037785	-0.044543
1006	4931	-0.031579	-0.099569	0.039104
1007	4936	-0.079093	0.129748	0.060361
1008	4941	-0.059631	0.026609	-0.187829
1009	4946	-0.011663	-0.137989	-0.08917
1010	4951	-0.016372	0.041465	0.054288
1011	4956	-0.021058	0.010272	0.077852
1012	4960	0.021951	-0.023149	0.041712
1013	4965	0.112417	-0.113609	-0.015702
1014	4970	0.018899	0.108627	-0.01324
1015	4975	0.061709	-0.013475	0.122688
1016	4980	0.00658	-0.061079	0.03627
1017	4985	-0.091178	-0.051241	-0.156979
1018	4990	0.007001	0.008603	0.098844
1019	4995	-0.014486	-0.134453	-0.018443
1020	5000	-0.069236	-0.093264	-0.068406
1021	5005	-0.192836	0.016844	-0.015628
1022	5009	-0.096534	0.090651	0.008286
1023	5014	-0.005479	-0.160074	-0.099015
1024	5019	0.051754	-0.099689	0.054025
1025	5024	0.115853	0.124862	0.06329
1026	5029	0.081906	0.08372	0.017687
1027	5034	0.0958	0.08092	0.027134
1028	5039	-0.045307	-0.055346	0.043683
1029	5044	-0.080835	0.161834	0.026782
1030	5049	-0.023227	-0.048725	0.029031
1031	5054	-0.013577	-0.067551	-0.078373
1032	5059	-0.104085	-0.088667	0.005441
1033	5064	0.00131	0.128678	-0.078011
1034	5068	0.065659	-0.036427	-0.001349
1035	5073	0.067716	-0.019561	0.017726
1036	5078	0.043544	0.09018	0.070076
1037	5083	-0.001961	0.123101	0.074494
1038	5088	-0.011485	-0.010991	-0.006917
1039	5093	-0.073401	-0.027621	0.02172
1040	5098	-0.068268	0.034489	-0.042745
1041	5103	0.056017	-0.039573	-0.009162
1042	5108	-0.013385	-0.191924	-0.006733
1043	5113	-0.151565	0.135579	-0.001933
1044	5118	-0.098373	0.089616	-0.156855
1045	5123	0.026062	-0.02524	0.053679
1046	5127	0.204699	-0.044183	0.153522
1047	5132	-0.008456	0.022776	-0.047461
1048	5137	-0.044168	-0.036926	0.13631
1049	5142	0.07523	-0.022441	-0.124177
1050	5147	-0.153966	-0.000877	-0.109258
1051	5152	-0.010186	0.177894	-0.092029
1052	5157	0.292577	-0.075648	0.175386
1053	5162	0.06945	-0.029984	0.093473
1054	5167	-0.121581	0.086959	-0.154882
1055	5172	-0.035168	0.024554	-0.046851
1056	5177	0.024596	-0.166253	0.144067
1057	5181	0.003022	0.089615	-0.099773
1058	5186	-0.061349	0.060567	-0.068291
1059	5191	-0.013373	-0.066063	0.015472
1060	5196	-0.04906	-0.084803	0.065451
1061	5201	-0.039281	0.058632	-0.046902
1062	5206	-0.0081	-0.060837	-0.056204
1063	5211	0.011009	-0.046233	-0.082143
1064	5216	-0.012881	0.058873	0.049361
1065	5221	-0.010433	0.065731	0.034814
1066	5226	0.065892	-0.072843	-0.001113
1067	5230	0.094167	-0.089165	-0.015409
1068	5235	-0.020712	0.178237	-0.055852
1069	5240	-0.030143	-0.022868	-0.026971
1070	5245	-0.156322	-0.068042	-0.107879
1071	5250	-0.126942	0.00857	-0.016767
1072	5255	0.059608	-0.141637	0.097728
1073	5260	0.05216	-0.019371	0.023352
1074	5265	0.11149	0.004561	-0.091175
1075	5270	-0.015393	-0.024064	0.052293
1076	5275	-0.034385	0.20011	-0.017092
1077	5280	-0.015146	-0.077378	0.073568
1078	5285	0.104108	0.030267	-0.04836
1079	5289	0.024932	0.092089	0.068675
1080	5294	-0.037164	-0.199164	-0.005557
1081	5299	-0.118021	0.083087	-0.031749
1082	5304	-0.050694	-0.06034	-0.098331
1083	5309	0.023449	-0.048122	-0.004883
1084	5314	-0.014805	0.15472	-0.028694
1085	5319	0.013872	-0.129693	0.042956
1086	5324	-0.026718	0.028267	-0.033532
1087	5329	-0.002749	0.142538	0.016689
1088	5334	0.044935	-0.127514	0.045209
1089	5338	0.020876	0.061422	-0.067042
1090	5343	-0.050734	0.068267	0.045318
1091	5348	-0.09577	-0.022648	0.006955
1092	5353	-0.116745	-0.043988	-0.024066
1093	5358	0.043534	0.037272	0.04041
1094	5363	0.040934	-0.00105	0.095031
1095	5368	0.019278	0.137202	-0.079442
1096	5373	-0.045174	-0.17096	0.040131
1097	5378	-0.083086	0.013424	-0.06018
1098	5383	-0.075522	0.115851	-0.028893
1099	5387	0.005895	-0.146917	-0.014448
1100	5392	0.046386	0.023046	0.04283
1101	5397	-0.084941	0.049151	-0.00267
1102	5402	-0.024929	-0.060737	-0.047945
1103	5407	-0.11538	0.046825	-0.026254
1104	5412	0.114016	-0.136942	0.126425
1105	5417	0.013339	0.147383	0.009002
1106	5422	0.089546	-0.12746	0.109066
1107	5427	-0.044378	-0.100606	0.008414
1108	5432	-0.096596	0.200223	-0.034533
1109	5437	0.018295	0.020459	0.070516
1110	5441	0.032506	-0.063067	-0.022794
1111	5446	-0.029628	0.127932	0.027375
1112	5451	-0.065234	-0.075307	0.01532
1113	5456	-0.038691	-0.077316	-0.123002
1114	5461	0.023474	0.035096	-0.019897
1115	5466	0.025741	-0.091408	0.170887
1116	5471	0.032764	0.121184	-0.120759
1117	5476	-0.155701	-0.036734	-0.010514
1118	5481	-0.107255	-0.003181	-0.143941
1119	5486	0.012457	0.116013	0.004556
1120	5490	0.043381	-0.037113	0.023602
1121	5495	0.045549	-0.010709	0.0211
1122	5500	0.042939	0.037016	-0.014758
1123	5505	-0.131275	-0.025141	0.023453
1124	5510	-0.128238	0.07271	-0.079157
1125	5515	0.0464	-0.161241	0.009429
1126	5520	0.048553	-0.03411	0.042752
1127	5525	0.026859	0.101923	0.040155
1128	5530	-0.013795	-0.105954	0.020886
1129	5535	-0.037562	0.061423	-0.098395
1130	5540	0.088953	-0.017541	0.097547
1131	5544	0.04084	-0.060357	-0.057869
1132	5549	-0.040405	0.028135	-0.040897
1133	5554	-0.042587	0.049447	0.107088
1134	5559	-0.087663	0.011064	0.02313
1135	5564	0.031951	0.001475	-0.115232
1136	5569	-0.001578	-0.046204	0.071259
1137	5574	-0.015871	0.006464	0.006548
1138	5579	-0.037244	0.037418	-0.034006
1139	5584	-0.034675	-0.081946	-0.055288
1140	5589	-0.001133	0.016188	0.002192
1141	5594	0.03701	0.089998	-0.000203
1142	5598	0.024908	-0.001025	0.028401
1143	5603	-0.068175	0.07287	-0.071849
1144	5608	-0.07737	-0.013301	-0.014287
1145	5613	-0.074602	0.005834	-0.090488
1146	5618	-0.026559	-0.003729	-0.008998
1147	5623	0.037929	-0.099053	0.095923
1148	5628	0.049658	0.027768	0.028708
1149	5633	0.016041	-0.051027	0.047633
1150	5638	-0.048395	-0.031705	-0.078933
1151	5643	-0.036236	0.023275	0.057323
1152	5647	0.078355	0.125652	-0.059757
1153	5652	0.049362	-0.139548	-0.002254
1154	5657	0.046733	0.058981	0.03351
1155	5662	-0.015472	-0.043805	0.076246
1156	5667	0.00129	0.03507	-0.124352
1157	5672	0.025119	-0.067597	0.043117
1158	5677	-0.029828	-0.024357	0.023833
1159	5682	0.046595	0.061573	-0.023956
1160	5687	-0.02276	0.046965	-0.057206
1161	5692	-0.034565	0.015745	0.028887
1162	5697	0.072867	-0.041539	0.071646
1163	5701	-0.015687	0.042092	-0.074108
1164	5706	-0.079965	-0.015322	-0.071355
1165	5711	-0.012827	0.127767	0.060095
1166	5716	-0.024681	0.010337	-0.002177
1167	5721	-0.029326	-0.063605	-0.073674
1168	5726	0.030409	0.039205	0.081624
1169	5731	0.042176	0.010407	0.054998
1170	5736	-0.017623	0.108081	-0.026316
1171	5741	-0.079508	-0.016401	-0.064322
1172	5746	-0.079113	-0.009169	0.076627
1173	5750	0.007089	0.09337	0.002356
1174	5755	0.045191	-0.011972	0.026177
1175	5760	0.04735	-0.021446	0.066568
1176	5765	-0.043461	-0.002271	0.097224
1177	5770	-0.10045	-0.028479	-0.079643
1178	5775	-0.037978	-0.018803	-0.06018
1179	5780	0.009882	-0.104518	0.047381
1180	5785	0.002682	0.000879	-0.000526
1181	5790	-0.002098	0.043779	-0.026742
1182	5795	0.016981	0.06978	0.001993
1183	5800	0.055033	-0.106951	0.142612
1184	5804	0.007088	0.062814	-0.027329
1185	5809	-0.057303	0.010063	-0.072481
1186	5814	0.014489	-0.035274	0.049439
1187	5819	-0.038022	-0.011263	0.082563
1188	5824	-0.021148	-0.015974	-0.051327
